"","Strain","Plate","Chemical","corr_OD595","trial","chem_mean"
"1134","JV5","PM1","Ala-Gly",0.056,"trial_3",0.0596666666666667
"1135","JV5","PM1","Acetoacetic acid",0.08,"trial_3",0.056
"1136","JV5","PM1","N-Acetyl-D-Mannosamine",0.039,"trial_3",0.029
"1137","JV5","PM1","Mono-methyl Succinate",0.086,"trial_3",0.12
"1138","JV5","PM1","Methyl Pyruvate",0.255,"trial_3",0.277333333333333
"1139","JV5","PM1","D-Malic acid",0.06,"trial_3",0.077
"1140","JV5","PM1","L-Malic acid",0.815,"trial_3",1.43133333333333
"1141","JV5","PM1","Gly-Pro",0.385,"trial_3",0.624
"1142","JV5","PM1","p-Hydroxyphenyl Acetic acid",0.454,"trial_3",0.573666666666667
"1143","JV5","PM1","m-Hydroxyphenyl Acetic acid",0,"trial_3",0
"1144","JV5","PM1","Tyramine",0.406,"trial_3",0.430666666666667
"1145","JV5","PM1","D-Psicose",0.373,"trial_3",0.303
"1146","JV5","PM1","L-Lyxose",1.266,"trial_3",1.15733333333333
"1147","JV5","PM1","Glucuronamide",0.136,"trial_3",0.0913333333333333
"1148","JV5","PM1","Pyruvic acid",0.594,"trial_3",0.677
"1149","JV5","PM1","L-Galactonic acid-g-Lactone",0.02,"trial_3",0.0113333333333333
"1150","JV5","PM1","D-Galacturonic acid",0,"trial_3",0.00533333333333333
"1151","JV5","PM1","b-Phenylethylamine",0.029,"trial_3",0.0283333333333333
"1152","JV5","PM1","Ethanolamine",0.858,"trial_3",1.01066666666667
"1153","PA01","PM1","Negative Control",0,"trial_1",0
"1154","PA01","PM1","L-Arabinose",0.455,"trial_1",0.519666666666667
"1155","PA01","PM1","N-Acetyl-D-Glucosamine",0.233,"trial_1",0.326333333333333
"1156","PA01","PM1","D-Saccharic acid",0,"trial_1",0.022
"1157","PA01","PM1","Succinic acid",1.03,"trial_1",1.15733333333333
"1158","PA01","PM1","D-Galactose",0,"trial_1",0.0296666666666667
"1159","PA01","PM1","L-Aspartic acid",1.223,"trial_1",1.29033333333333
"1160","PA01","PM1","L-Proline",0.741,"trial_1",0.972
"1161","PA01","PM1","D-Alanine",0.362,"trial_1",0.314
"1162","PA01","PM1","D-Trehalose",0.055,"trial_1",0.0813333333333333
"1163","PA01","PM1","D-Mannose",0,"trial_1",0.029
"1164","PA01","PM1","Dulcitol",0,"trial_1",0.009
"1165","PA01","PM1","D-Serine",0.08,"trial_1",0.073
"1166","PA01","PM1","D-Sorbitol",0.026,"trial_1",0.044
"1167","PA01","PM1","Glycerol",0.607,"trial_1",0.555
"1168","PA01","PM1","L-Fucose",0.021,"trial_1",0.0413333333333333
"1169","PA01","PM1","D-Glucuronic acid",0.027,"trial_1",0.0656666666666667
"1170","PA01","PM1","D-Gluconic acid",2.356,"trial_1",1.48833333333333
"1171","PA01","PM1","DL-a-Glycerol Phosphate",0.166,"trial_1",0.225
"1172","PA01","PM1","D-Xylose",0.799,"trial_1",0.967666666666667
"1173","PA01","PM1","L-Lactic acid",0.976,"trial_1",0.948
"1174","PA01","PM1","Formic acid",0.1,"trial_1",0.116
"1175","PA01","PM1","D-Mannitol",0.653,"trial_1",0.701
"1176","PA01","PM1","L-Glutamic acid",2.016,"trial_1",1.54833333333333
"1177","PA01","PM1","D-Glucose-6-Phosphate",0,"trial_1",0.0293333333333333
"1178","PA01","PM1","D-Galactonic acid-g-Lactone",0.015,"trial_1",0.0423333333333333
"1179","PA01","PM1","DL-Malic acid",1.145,"trial_1",1.27233333333333
"1180","PA01","PM1","D-Ribose",1.129,"trial_1",1.32066666666667
"1181","PA01","PM1","Tween 20",1.4,"trial_1",1.76266666666667
"1182","PA01","PM1","L-Rhamnose",0.008,"trial_1",0.0543333333333333
"1183","PA01","PM1","D-Fructose",1.259,"trial_1",1.10633333333333
"1184","PA01","PM1","Acetic acid",0.404,"trial_1",0.569666666666667
"1185","PA01","PM1","a-D-Glucose",1.186,"trial_1",1.35866666666667
"1186","PA01","PM1","Maltose",0,"trial_1",0.065
"1187","PA01","PM1","D-Melibiose",0,"trial_1",0.0633333333333333
"1188","PA01","PM1","Thymidine",0,"trial_1",0.0413333333333333
"1189","PA01","PM1","L-Asparagine",0.782,"trial_1",1.11066666666667
"1190","PA01","PM1","D-Aspartic acid",0,"trial_1",0.0383333333333333
"1191","PA01","PM1","D-Glucosaminic acid",0.008,"trial_1",0.0576666666666667
"1192","PA01","PM1","1,2-Propanediol",0.166,"trial_1",0.363
"1193","PA01","PM1","Tween 40",0.692,"trial_1",1.078
"1194","PA01","PM1","a-Ketoglutaric acid",0.986,"trial_1",1.20533333333333
"1195","PA01","PM1","a-Ketobutyric acid",0.177,"trial_1",0.187333333333333
"1196","PA01","PM1","a-Methyl D-Galactoside",0.044,"trial_1",0.0316666666666667
"1197","PA01","PM1","a-D-Lactose",0.058,"trial_1",0.0456666666666667
"1198","PA01","PM1","Lactulose",0.023,"trial_1",0.0383333333333333
"1199","PA01","PM1","Sucrose",0.009,"trial_1",0.043
"1200","PA01","PM1","Uridine",0.025,"trial_1",0.0633333333333333
"1201","PA01","PM1","L-Glutamine",3.056,"trial_1",2.43966666666667
"1202","PA01","PM1","m-Tartaric acid",0.037,"trial_1",0.029
"1203","PA01","PM1","D-Glucose-1-Phosphate",0.013,"trial_1",0.0586666666666667
"1204","PA01","PM1","D-Fructose-6-Phosphate",0.182,"trial_1",0.195666666666667
"1205","PA01","PM1","Tween 80",0.321,"trial_1",0.441
"1206","PA01","PM1","a-Hydroxyglutaric acid-g-Lactone",0.069,"trial_1",0.0996666666666667
"1207","PA01","PM1","a-Hydroxybutyric acid",0.106,"trial_1",0.143666666666667
"1208","PA01","PM1","b-Methyl D-Glucoside",0.019,"trial_1",0.0793333333333333
"1209","PA01","PM1","Adonitol",0.079,"trial_1",0.0843333333333333
"1210","PA01","PM1","Maltotriose",0.064,"trial_1",0.118
"1211","PA01","PM1","2`-Deoxyadenosine",0.026,"trial_1",0.0523333333333333
"1212","PA01","PM1","Adenosine",0.096,"trial_1",0.121333333333333
"1213","PA01","PM1","Gly-Asp",0.056,"trial_1",0.0693333333333333
"1214","PA01","PM1","Citric acid",1.221,"trial_1",1.213
"1215","PA01","PM1","m-Inositol",0,"trial_1",0.0376666666666667
"1216","PA01","PM1","D-Threonine",0.056,"trial_1",0.098
"1217","PA01","PM1","Fumaric acid",1.11,"trial_1",1.22466666666667
"1218","PA01","PM1","Bromosuccinic acid",0.218,"trial_1",0.392333333333333
"1219","PA01","PM1","Propionic acid",0.447,"trial_1",0.496
"1220","PA01","PM1","Mucic acid",0.066,"trial_1",0.0843333333333333
"1221","PA01","PM1","Glycolic acid",0.019,"trial_1",0.0226666666666667
"1222","PA01","PM1","Glyoxylic acid",0.02,"trial_1",0.0166666666666667
"1223","PA01","PM1","D-Cellobiose",0.04,"trial_1",0.073
"1224","PA01","PM1","Inosine",0.239,"trial_1",0.272333333333333
"1225","PA01","PM1","Gly-Glu",0.032,"trial_1",0.100666666666667
"1226","PA01","PM1","Tricarballylic acid",0.03,"trial_1",0.0476666666666667
"1227","PA01","PM1","L-Serine",0.071,"trial_1",0.11
"1228","PA01","PM1","L-Threonine",0.049,"trial_1",0.108
"1229","PA01","PM1","L-Alanine",0.356,"trial_1",0.388
"1230","PA01","PM1","Ala-Gly",0.062,"trial_1",0.0886666666666667
"1231","PA01","PM1","Acetoacetic acid",0.066,"trial_1",0.0746666666666667
"1232","PA01","PM1","N-Acetyl-D-Mannosamine",0.063,"trial_1",0.0673333333333333
"1233","PA01","PM1","Mono-methyl Succinate",0.137,"trial_1",0.217333333333333
"1234","PA01","PM1","Methyl Pyruvate",0.387,"trial_1",0.544333333333333
"1235","PA01","PM1","D-Malic acid",0.067,"trial_1",0.132333333333333
"1236","PA01","PM1","L-Malic acid",0.613,"trial_1",1.57633333333333
"1237","PA01","PM1","Gly-Pro",0.725,"trial_1",1.648
"1238","PA01","PM1","p-Hydroxyphenyl Acetic acid",1.119,"trial_1",2.09733333333333
"1239","PA01","PM1","m-Hydroxyphenyl Acetic acid",0.008,"trial_1",0.0223333333333333
"1240","PA01","PM1","Tyramine",0.663,"trial_1",3.604
"1241","PA01","PM1","D-Psicose",0.143,"trial_1",0.144333333333333
"1242","PA01","PM1","L-Lyxose",1.099,"trial_1",1.16233333333333
"1243","PA01","PM1","Glucuronamide",0.061,"trial_1",0.0963333333333333
"1244","PA01","PM1","Pyruvic acid",0.904,"trial_1",0.778
"1245","PA01","PM1","L-Galactonic acid-g-Lactone",0.016,"trial_1",0.0273333333333333
"1246","PA01","PM1","D-Galacturonic acid",0,"trial_1",0.0146666666666667
"1247","PA01","PM1","b-Phenylethylamine",0.021,"trial_1",0.0866666666666667
"1248","PA01","PM1","Ethanolamine",0.296,"trial_1",0.441
"1249","PA01","PM1","Negative Control",0,"trial_2",0
"1250","PA01","PM1","L-Arabinose",0.614,"trial_2",0.519666666666667
"1251","PA01","PM1","N-Acetyl-D-Glucosamine",0.506,"trial_2",0.326333333333333
"1252","PA01","PM1","D-Saccharic acid",0.023,"trial_2",0.022
"1253","PA01","PM1","Succinic acid",1.53,"trial_2",1.15733333333333
"1254","PA01","PM1","D-Galactose",0.053,"trial_2",0.0296666666666667
"1255","PA01","PM1","L-Aspartic acid",2.023,"trial_2",1.29033333333333
"1256","PA01","PM1","L-Proline",1.477,"trial_2",0.972
"1257","PA01","PM1","D-Alanine",0.3,"trial_2",0.314
"1258","PA01","PM1","D-Trehalose",0.146,"trial_2",0.0813333333333333
"1259","PA01","PM1","D-Mannose",0.055,"trial_2",0.029
"1260","PA01","PM1","Dulcitol",0,"trial_2",0.009
"1261","PA01","PM1","D-Serine",0.096,"trial_2",0.073
"1262","PA01","PM1","D-Sorbitol",0.081,"trial_2",0.044
"1263","PA01","PM1","Glycerol",0.545,"trial_2",0.555
"1264","PA01","PM1","L-Fucose",0.045,"trial_2",0.0413333333333333
"1265","PA01","PM1","D-Glucuronic acid",0.107,"trial_2",0.0656666666666667
"1266","PA01","PM1","D-Gluconic acid",1.252,"trial_2",1.48833333333333
"1267","PA01","PM1","DL-a-Glycerol Phosphate",0.33,"trial_2",0.225
"1268","PA01","PM1","D-Xylose",1.106,"trial_2",0.967666666666667
"1269","PA01","PM1","L-Lactic acid",1.015,"trial_2",0.948
"1270","PA01","PM1","Formic acid",0.173,"trial_2",0.116
"1271","PA01","PM1","D-Mannitol",0.854,"trial_2",0.701
"1272","PA01","PM1","L-Glutamic acid",1.446,"trial_2",1.54833333333333
"1273","PA01","PM1","D-Glucose-6-Phosphate",0.088,"trial_2",0.0293333333333333
"1274","PA01","PM1","D-Galactonic acid-g-Lactone",0.086,"trial_2",0.0423333333333333
"1275","PA01","PM1","DL-Malic acid",1.672,"trial_2",1.27233333333333
"1276","PA01","PM1","D-Ribose",1.699,"trial_2",1.32066666666667
"1277","PA01","PM1","Tween 20",2.258,"trial_2",1.76266666666667
"1278","PA01","PM1","L-Rhamnose",0.105,"trial_2",0.0543333333333333
"1279","PA01","PM1","D-Fructose",1.326,"trial_2",1.10633333333333
"1280","PA01","PM1","Acetic acid",0.766,"trial_2",0.569666666666667
"1281","PA01","PM1","a-D-Glucose",1.891,"trial_2",1.35866666666667
"1282","PA01","PM1","Maltose",0.139,"trial_2",0.065
"1283","PA01","PM1","D-Melibiose",0.134,"trial_2",0.0633333333333333
"1284","PA01","PM1","Thymidine",0.091,"trial_2",0.0413333333333333
"1285","PA01","PM1","L-Asparagine",1.73,"trial_2",1.11066666666667
"1286","PA01","PM1","D-Aspartic acid",0.1,"trial_2",0.0383333333333333
"1287","PA01","PM1","D-Glucosaminic acid",0.135,"trial_2",0.0576666666666667
"1288","PA01","PM1","1,2-Propanediol",0.834,"trial_2",0.363
"1289","PA01","PM1","Tween 40",1.829,"trial_2",1.078
"1290","PA01","PM1","a-Ketoglutaric acid",1.836,"trial_2",1.20533333333333
"1291","PA01","PM1","a-Ketobutyric acid",0.234,"trial_2",0.187333333333333
"1292","PA01","PM1","a-Methyl D-Galactoside",0,"trial_2",0.0316666666666667
"1293","PA01","PM1","a-D-Lactose",0.026,"trial_2",0.0456666666666667
"1294","PA01","PM1","Lactulose",0.053,"trial_2",0.0383333333333333
"1295","PA01","PM1","Sucrose",0.054,"trial_2",0.043
"1296","PA01","PM1","Uridine",0.073,"trial_2",0.0633333333333333
"1297","PA01","PM1","L-Glutamine",3.152,"trial_2",2.43966666666667
"1298","PA01","PM1","m-Tartaric acid",0.05,"trial_2",0.029
"1299","PA01","PM1","D-Glucose-1-Phosphate",0.121,"trial_2",0.0586666666666667
"1300","PA01","PM1","D-Fructose-6-Phosphate",0.23,"trial_2",0.195666666666667
"1301","PA01","PM1","Tween 80",0.707,"trial_2",0.441
"1302","PA01","PM1","a-Hydroxyglutaric acid-g-Lactone",0.162,"trial_2",0.0996666666666667
"1303","PA01","PM1","a-Hydroxybutyric acid",0.183,"trial_2",0.143666666666667
"1304","PA01","PM1","b-Methyl D-Glucoside",0.163,"trial_2",0.0793333333333333
"1305","PA01","PM1","Adonitol",0.116,"trial_2",0.0843333333333333
"1306","PA01","PM1","Maltotriose",0.184,"trial_2",0.118
"1307","PA01","PM1","2`-Deoxyadenosine",0.085,"trial_2",0.0523333333333333
"1308","PA01","PM1","Adenosine",0.078,"trial_2",0.121333333333333
"1309","PA01","PM1","Gly-Asp",0.12,"trial_2",0.0693333333333333
"1310","PA01","PM1","Citric acid",1.496,"trial_2",1.213
"1311","PA01","PM1","m-Inositol",0.105,"trial_2",0.0376666666666667
"1312","PA01","PM1","D-Threonine",0.16,"trial_2",0.098
"1313","PA01","PM1","Fumaric acid",1.603,"trial_2",1.22466666666667
"1314","PA01","PM1","Bromosuccinic acid",0.593,"trial_2",0.392333333333333
"1315","PA01","PM1","Propionic acid",0.577,"trial_2",0.496
"1316","PA01","PM1","Mucic acid",0.117,"trial_2",0.0843333333333333
"1317","PA01","PM1","Glycolic acid",0,"trial_2",0.0226666666666667
"1318","PA01","PM1","Glyoxylic acid",0,"trial_2",0.0166666666666667
"1319","PA01","PM1","D-Cellobiose",0.109,"trial_2",0.073
"1320","PA01","PM1","Inosine",0.349,"trial_2",0.272333333333333
"1321","PA01","PM1","Gly-Glu",0.234,"trial_2",0.100666666666667
"1322","PA01","PM1","Tricarballylic acid",0.101,"trial_2",0.0476666666666667
"1323","PA01","PM1","L-Serine",0.193,"trial_2",0.11
"1324","PA01","PM1","L-Threonine",0.197,"trial_2",0.108
"1325","PA01","PM1","L-Alanine",0.565,"trial_2",0.388
"1326","PA01","PM1","Ala-Gly",0.137,"trial_2",0.0886666666666667
"1327","PA01","PM1","Acetoacetic acid",0.105,"trial_2",0.0746666666666667
"1328","PA01","PM1","N-Acetyl-D-Mannosamine",0.072,"trial_2",0.0673333333333333
"1329","PA01","PM1","Mono-methyl Succinate",0.303,"trial_2",0.217333333333333
"1330","PA01","PM1","Methyl Pyruvate",0.611,"trial_2",0.544333333333333
"1331","PA01","PM1","D-Malic acid",0.195,"trial_2",0.132333333333333
"1332","PA01","PM1","L-Malic acid",2.923,"trial_2",1.57633333333333
"1333","PA01","PM1","Gly-Pro",3.866,"trial_2",1.648
"1334","PA01","PM1","p-Hydroxyphenyl Acetic acid",4.47,"trial_2",2.09733333333333
"1335","PA01","PM1","m-Hydroxyphenyl Acetic acid",0.057,"trial_2",0.0223333333333333
"1336","PA01","PM1","Tyramine",9.475,"trial_2",3.604
"1337","PA01","PM1","D-Psicose",0.158,"trial_2",0.144333333333333
"1338","PA01","PM1","L-Lyxose",1.229,"trial_2",1.16233333333333
"1339","PA01","PM1","Glucuronamide",0.153,"trial_2",0.0963333333333333
"1340","PA01","PM1","Pyruvic acid",0.666,"trial_2",0.778
"1341","PA01","PM1","L-Galactonic acid-g-Lactone",0.036,"trial_2",0.0273333333333333
"1342","PA01","PM1","D-Galacturonic acid",0.01,"trial_2",0.0146666666666667
"1343","PA01","PM1","b-Phenylethylamine",0.2,"trial_2",0.0866666666666667
"1344","PA01","PM1","Ethanolamine",0.601,"trial_2",0.441
"1345","PA01","PM1","Negative Control",0,"trial_3",0
"1346","PA01","PM1","L-Arabinose",0.49,"trial_3",0.519666666666667
"1347","PA01","PM1","N-Acetyl-D-Glucosamine",0.24,"trial_3",0.326333333333333
"1348","PA01","PM1","D-Saccharic acid",0.043,"trial_3",0.022
"1349","PA01","PM1","Succinic acid",0.912,"trial_3",1.15733333333333
"1350","PA01","PM1","D-Galactose",0.036,"trial_3",0.0296666666666667
"1351","PA01","PM1","L-Aspartic acid",0.625,"trial_3",1.29033333333333
"1352","PA01","PM1","L-Proline",0.698,"trial_3",0.972
"1353","PA01","PM1","D-Alanine",0.28,"trial_3",0.314
"1354","PA01","PM1","D-Trehalose",0.043,"trial_3",0.0813333333333333
"1355","PA01","PM1","D-Mannose",0.032,"trial_3",0.029
"1356","PA01","PM1","Dulcitol",0.027,"trial_3",0.009
"1357","PA01","PM1","D-Serine",0.043,"trial_3",0.073
"1358","PA01","PM1","D-Sorbitol",0.025,"trial_3",0.044
"1359","PA01","PM1","Glycerol",0.513,"trial_3",0.555
"1360","PA01","PM1","L-Fucose",0.058,"trial_3",0.0413333333333333
"1361","PA01","PM1","D-Glucuronic acid",0.063,"trial_3",0.0656666666666667
"1362","PA01","PM1","D-Gluconic acid",0.857,"trial_3",1.48833333333333
"1363","PA01","PM1","DL-a-Glycerol Phosphate",0.179,"trial_3",0.225
"1364","PA01","PM1","D-Xylose",0.998,"trial_3",0.967666666666667
"1365","PA01","PM1","L-Lactic acid",0.853,"trial_3",0.948
"1366","PA01","PM1","Formic acid",0.075,"trial_3",0.116
"1367","PA01","PM1","D-Mannitol",0.596,"trial_3",0.701
"1368","PA01","PM1","L-Glutamic acid",1.183,"trial_3",1.54833333333333
"1369","PA01","PM1","D-Glucose-6-Phosphate",0,"trial_3",0.0293333333333333
"1370","PA01","PM1","D-Galactonic acid-g-Lactone",0.026,"trial_3",0.0423333333333333
"1371","PA01","PM1","DL-Malic acid",1,"trial_3",1.27233333333333
"1372","PA01","PM1","D-Ribose",1.134,"trial_3",1.32066666666667
"1373","PA01","PM1","Tween 20",1.63,"trial_3",1.76266666666667
"1374","PA01","PM1","L-Rhamnose",0.05,"trial_3",0.0543333333333333
"1375","PA01","PM1","D-Fructose",0.734,"trial_3",1.10633333333333
"1376","PA01","PM1","Acetic acid",0.539,"trial_3",0.569666666666667
"1377","PA01","PM1","a-D-Glucose",0.999,"trial_3",1.35866666666667
"1378","PA01","PM1","Maltose",0.056,"trial_3",0.065
"1379","PA01","PM1","D-Melibiose",0.056,"trial_3",0.0633333333333333
"1380","PA01","PM1","Thymidine",0.033,"trial_3",0.0413333333333333
"1381","PA01","PM1","L-Asparagine",0.82,"trial_3",1.11066666666667
"1382","PA01","PM1","D-Aspartic acid",0.015,"trial_3",0.0383333333333333
"1383","PA01","PM1","D-Glucosaminic acid",0.03,"trial_3",0.0576666666666667
"1384","PA01","PM1","1,2-Propanediol",0.089,"trial_3",0.363
"1385","PA01","PM1","Tween 40",0.713,"trial_3",1.078
"1386","PA01","PM1","a-Ketoglutaric acid",0.794,"trial_3",1.20533333333333
"1387","PA01","PM1","a-Ketobutyric acid",0.151,"trial_3",0.187333333333333
"1388","PA01","PM1","a-Methyl D-Galactoside",0.051,"trial_3",0.0316666666666667
"1389","PA01","PM1","a-D-Lactose",0.053,"trial_3",0.0456666666666667
"1390","PA01","PM1","Lactulose",0.039,"trial_3",0.0383333333333333
"1391","PA01","PM1","Sucrose",0.066,"trial_3",0.043
"1392","PA01","PM1","Uridine",0.092,"trial_3",0.0633333333333333
"1393","PA01","PM1","L-Glutamine",1.111,"trial_3",2.43966666666667
"1394","PA01","PM1","m-Tartaric acid",0,"trial_3",0.029
"1395","PA01","PM1","D-Glucose-1-Phosphate",0.042,"trial_3",0.0586666666666667
"1396","PA01","PM1","D-Fructose-6-Phosphate",0.175,"trial_3",0.195666666666667
"1397","PA01","PM1","Tween 80",0.295,"trial_3",0.441
"1398","PA01","PM1","a-Hydroxyglutaric acid-g-Lactone",0.068,"trial_3",0.0996666666666667
"1399","PA01","PM1","a-Hydroxybutyric acid",0.142,"trial_3",0.143666666666667
"1400","PA01","PM1","b-Methyl D-Glucoside",0.056,"trial_3",0.0793333333333333
"1401","PA01","PM1","Adonitol",0.058,"trial_3",0.0843333333333333
"1402","PA01","PM1","Maltotriose",0.106,"trial_3",0.118
"1403","PA01","PM1","2`-Deoxyadenosine",0.046,"trial_3",0.0523333333333333
"1404","PA01","PM1","Adenosine",0.19,"trial_3",0.121333333333333
"1405","PA01","PM1","Gly-Asp",0.032,"trial_3",0.0693333333333333
"1406","PA01","PM1","Citric acid",0.922,"trial_3",1.213
"1407","PA01","PM1","m-Inositol",0.008,"trial_3",0.0376666666666667
"1408","PA01","PM1","D-Threonine",0.078,"trial_3",0.098
"1409","PA01","PM1","Fumaric acid",0.961,"trial_3",1.22466666666667
"1410","PA01","PM1","Bromosuccinic acid",0.366,"trial_3",0.392333333333333
"1411","PA01","PM1","Propionic acid",0.464,"trial_3",0.496
"1412","PA01","PM1","Mucic acid",0.07,"trial_3",0.0843333333333333
"1413","PA01","PM1","Glycolic acid",0.049,"trial_3",0.0226666666666667
"1414","PA01","PM1","Glyoxylic acid",0.03,"trial_3",0.0166666666666667
"1415","PA01","PM1","D-Cellobiose",0.07,"trial_3",0.073
"1416","PA01","PM1","Inosine",0.229,"trial_3",0.272333333333333
"1417","PA01","PM1","Gly-Glu",0.036,"trial_3",0.100666666666667
"1418","PA01","PM1","Tricarballylic acid",0.012,"trial_3",0.0476666666666667
"1419","PA01","PM1","L-Serine",0.066,"trial_3",0.11
"1420","PA01","PM1","L-Threonine",0.078,"trial_3",0.108
"1421","PA01","PM1","L-Alanine",0.243,"trial_3",0.388
"1422","PA01","PM1","Ala-Gly",0.067,"trial_3",0.0886666666666667
"1423","PA01","PM1","Acetoacetic acid",0.053,"trial_3",0.0746666666666667
"1424","PA01","PM1","N-Acetyl-D-Mannosamine",0.067,"trial_3",0.0673333333333333
"1425","PA01","PM1","Mono-methyl Succinate",0.212,"trial_3",0.217333333333333
"1426","PA01","PM1","Methyl Pyruvate",0.635,"trial_3",0.544333333333333
"1427","PA01","PM1","D-Malic acid",0.135,"trial_3",0.132333333333333
"1428","PA01","PM1","L-Malic acid",1.193,"trial_3",1.57633333333333
"1429","PA01","PM1","Gly-Pro",0.353,"trial_3",1.648
"1430","PA01","PM1","p-Hydroxyphenyl Acetic acid",0.703,"trial_3",2.09733333333333
"1431","PA01","PM1","m-Hydroxyphenyl Acetic acid",0.002,"trial_3",0.0223333333333333
"1432","PA01","PM1","Tyramine",0.674,"trial_3",3.604
"1433","PA01","PM1","D-Psicose",0.132,"trial_3",0.144333333333333
"1434","PA01","PM1","L-Lyxose",1.159,"trial_3",1.16233333333333
"1435","PA01","PM1","Glucuronamide",0.075,"trial_3",0.0963333333333333
"1436","PA01","PM1","Pyruvic acid",0.764,"trial_3",0.778
"1437","PA01","PM1","L-Galactonic acid-g-Lactone",0.03,"trial_3",0.0273333333333333
"1438","PA01","PM1","D-Galacturonic acid",0.034,"trial_3",0.0146666666666667
"1439","PA01","PM1","b-Phenylethylamine",0.039,"trial_3",0.0866666666666667
"1440","PA01","PM1","Ethanolamine",0.426,"trial_3",0.441
"1441","PA14","PM1","Negative Control",0,"trial_1",0
"1442","PA14","PM1","L-Arabinose",0.504,"trial_1",0.465
"1443","PA14","PM1","N-Acetyl-D-Glucosamine",0.868,"trial_1",0.788333333333333
"1444","PA14","PM1","D-Saccharic acid",0.027,"trial_1",0.0196666666666667
"1445","PA14","PM1","Succinic acid",2.182,"trial_1",3.27866666666667
"1446","PA14","PM1","D-Galactose",0.029,"trial_1",0.0156666666666667
"1447","PA14","PM1","L-Aspartic acid",1.41,"trial_1",1.43333333333333
"1448","PA14","PM1","L-Proline",1.994,"trial_1",1.985
"1449","PA14","PM1","D-Alanine",1.09,"trial_1",1.1
"1450","PA14","PM1","D-Trehalose",0.308,"trial_1",0.735
"1451","PA14","PM1","D-Mannose",0.033,"trial_1",0.0833333333333333
"1452","PA14","PM1","Dulcitol",0.033,"trial_1",0.0223333333333333
"1453","PA14","PM1","D-Serine",0.05,"trial_1",0.0683333333333333
